tweets,Subjectivity,Polarity,Analysis
_valentino: Absolutely heart breaking update from kabulsmallanimalrescue.Charlotte has confirmed that many dogs have died at kab…,0.7999999999999999,0.3666666666666667,1
"  plej take a look guys .
She is bullying innocent animal",0.7,0.5,1
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
 SOMEBODY CALL PETA,0.0,0.0,0
  Perhaps this bully should be denied food and left water. These people should face similar punishment.,0.2,0.0,0
  SOMEBODY CALL PETA,0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
Animal Suffering Continues on Santorini  via ,0.0,0.0,0
"PETA slams Faroe Island tradition after 1,400 dolphins are butchered in just hours ",0.0,0.0,0
_V: _ssj    _Emu  Hello  wake up....Deepavali is nearby. And ye…,0.0,0.0,0
": The future is kinder. 
Join us:  ",0.125,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
": Sharks have been widely misconstrued as dangerous predators... But, when you look at the numbers it’s obvious that horror movie…",0.6,-0.2333333333333333,-1
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
: ANIMALS 🐰🐵🐭 ARE NOT 🚫 OURS TO EXPERIMENT ON 💉 ,0.0,0.0,0
" Milk is something a mother makes for her child, and that the vast majority of people are unable to digest as they grow older. As you can have your own mother's milk as a baby, we too should let mother cows give their milk only to their babies. 🐄
",0.7666666666666666,0.05333333333333332,1
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
 I‘m calling PETA.,0.0,0.0,0
   what's your opinion about this rituals is it worse than Holi or Diwali. ,0.6,-0.4,-1
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
: 🎥 •  and  talked about some of the set shenanigans with . It's amazing to hear h…,0.9,0.6000000000000001,1
" Considering well over 90% of animal experiments give us misleading and inaccurate results, we're not sure why these 'researchers' are still tormenting animals, either. 💔
",0.8888888888888888,-0.25,-1
Is fancy ice cream PETA-friendly?,0.0,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
 too bad,0.6666666666666666,-0.6999999999999998,-1
"   ""No, no, he's got a point.""",0.0,0.0,0
  i just ate a burger btw,0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
: Breaking  eyewitness footage shows shocking abuse to elephants in Thailand's tourism industry. TAKE ACTION FOR E…,0.55,-0.45,-1
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
_France   Abject.,0.0,0.0,0
 I almost lost my berries.,0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
 : 04affc9d-be22-417a-b197-c3b34cae7981,0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
NEWS: Mouse masks and a giant poster will be used Thursday when PETA protests outside Eli Lilly headquarters in Indianapolis. The group says they've already tried letters and e-mails: ,0.525,0.0,0
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
: _dore _42    Cenk Uygur advocated for legalizing bestiality. He basica…,0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
Bear Necessities: Tell the USDA to Ban Bear Pits Now ,0.0,0.0,0
"I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via  Nothing to lose except diabetes, weight, heart disease, and cancer.",0.0,0.0,0
Urge the San Antonio Bowl Association to 'Remember the Alamo' and Not Support SeaWorld! ,0.0,0.0,0
" Lambs are NOT FOOD!!! 

Just ask  

GoVegan ",0.0,0.0,0
Urge Shriners International to Oppose Cruel Animal Circuses! ,0.5,-0.5,-1
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
Indonesia: Close 'Zoo of Death'! ,0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
@_Pehicc: People for the Ethical Treatment of Animals (PETA): Stray animals are being exploited - Firma la petizione! ,0.6,0.25,1
„People for the Ethical Treatment of Animals (PETA): Stray animals are being exploited” - Jetzt unterschreiben!  via ,0.6,0.25,1
"„People for the Ethical Treatment of Animals (PETA): Stray animals are being exploited” -
 ",0.6,0.2,1
 Peta did you saw Junki mood? ,0.0,0.0,0
 Please give an exclusive code for peta,0.0,0.0,0
": Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
 I love it tho (There is blood all over me because i just ate an entire cow) ,0.46388888888888896,0.12222222222222223,1
"Save the whales at SeaWorld 🐳

Just go to this link ➡️  ",0.0,0.0,0
i OWN peta ,1.0,0.6,1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
 Let’s ask peta!,0.0,0.0,0
Dolce &amp; Gabbana Exposed: Investigation Reveals Rabbits Are Tortured for 'Orylag Fur' ,0.0,0.0,0
6 Horses Dead: Take Action Now to End Calgary Stampede's Chuckwagon Racing! ,0.25,-0.037500000000000006,-1
Tell the San Diego Bowl Game Association That There's Nothing Sporting About SeaWorld! ,0.4,-0.5,-1
Encourage India's Tourism Minister to Take a Stand for Elephants! ,0.0,0.0,0
 you have some info about this? ,0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
On  today _Indonesia says  is needed to reduce disaster risk bc the crowdsourced data collected by the platform is able to provide critical information for response at a speed and accuracy much faster than any ministry   ,0.5416666666666666,0.2333333333333333,1
"Tell Mattel to Teach Kids Compassion, Not Cruelty ",0.0,0.0,0
"Rabbits Killed With Hammers, Baby Giraffes Exploited for Encounters, and Pacing Tigers—Take Action! ",0.05,-0.037500000000000006,-1
Department of Transportation: Don't Let Animal Experimenters Force Airlines to Transport Monkeys to Their Deaths ,0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
Tell Breast Cancer Charities to Use Non-Animal Research! ,0.0,0.0,0
"Beat the pussy up, call PETA",0.0,0.0,0
"Drugs, Near Drowning, and Electric Shocks in 'Child Abuse' Experiments ",0.4,0.1,1
Urge Feds to Cut Funding for Cruel Experiments at UCSF ,1.0,-1.0,-1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
I'm drinking milk more now ,0.5,0.5,1
Eli Lilly's CEO Refuses to Ban Near-Drowning of Small Animals ,0.4,-0.25,-1
Experimenter Lies in Order to Kill More Birds—Government Shrugs It Off ,0.5,0.5,1
"🟩 igo peta
🟩 read last eapp article
🟩 collate info gdocs eapp
🟩 rewrite notes
🟩 cpar ppt contri
🟩 igo hw
🟩 distribute surveys",0.06666666666666667,0.0,0
Yellowstone Bear World: Stop Forcing Vulnerable Cubs Into Cruel Photo Ops! ,0.75,-0.75,-1
PETA to Brown University: Heads Should Roll for Animal Welfare Incompetence ,0.0,0.0,0
 I got chased by Peta while wearing a leather jacket. It was glorious,0.0,0.0,0
Tell the Taiwanese Government to Ban Deadly Pigeon Races Over the Ocean! ,0.4,-0.25,-1
Discover Holidays: Stop Supporting the Dying Dog-Sledding Industry! ,0.25,0.3125,1
  Thank you peta for your amazing post about animal cruelty and veganism. Your still wrong. But thank you for reminding me to grill this nice steak I purchased at my local butcher. Please fill out this form for any complains ,0.7,0.17500000000000002,1
Elephants Threatened With Bullhooks and Tigers Whipped for This Circus ,0.0,0.0,0
"New PETA Exposé: Filth, Sickness, and Death for Betta Fish at Petco ",0.45454545454545453,0.13636363636363635,1
": Sharks have been widely misconstrued as dangerous predators... But, when you look at the numbers it’s obvious that horror movie…",0.6,-0.2333333333333333,-1
: Breaking  eyewitness footage shows shocking abuse to elephants in Thailand's tourism industry. TAKE ACTION FOR E…,0.55,-0.45,-1
Breaking  eyewitness footage shows shocking abuse to elephants in Thailand's tourism industry. TAKE ACTION FOR ELEPHANTS NOW: ,0.55,-0.45,-1
"Join PETA in calling on Super Smash Bros. Ultimate director _Sakurai to add PETA's gaming mascot, ""Not a Nugget,"" as a downloadable fighter.  via ",0.8333333333333333,0.16666666666666666,1
"Mice Drowned, Tormented, and Starved--Take Action! ",0.1,0.012499999999999997,1
Ask Dollar Tree Canada and Family Dollar to Stop Selling Glue Traps! ,0.0,0.0,0
"Badgers Held in Cramped Cages, Beaten, and Killed for Their Hair—Take Action Now! ",0.05,-0.037500000000000006,-1
_ssj    _Emu    where are you,0.0,0.0,0
Urge This L.A. Benefits Association to Stop Supporting SeaWorld ,0.25,0.25,1
Urge Four Seasons to Stop Forcing Elephants to Give Rides ,0.0,0.0,0
" &amp;  :- I'll pretend like this never happened. Denmark dolphins 
  ",0.0,0.0,0
"Papa, Katie, and Smokey Are Imprisoned in a Concrete Hellhole, and They Need Your Help ",0.30000000000000004,0.15000000000000002,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
German 'Hide-and-Seek' Study Hides Grisly Lives of Rats in Labs ,0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
"Tell Travel Company TUI to Stop Supporting Abuse of Orcas, Other Dolphins ",0.3125,0.0625,1
Urge 'Rudolph the Red-Nosed Reindeer' Company to End Partnership With SeaWorld ,0.0,0.0,0
Buckle Doesn't Care That Goats Die for Its Items ,0.0,0.0,0
: .: Justice For Suffering Van Cats in White Plains and Greenberg! Plz sign: ,0.0,0.0,0
"( ) vacuum
( ) study music theory
( ) brainstorm ideas for ap peta
( ) sci questions and terms
( ) esp sw
( ) ap report
( ) draw
( ) collect penguin and cat facts
( ) update threads
( ) look for more chrome extensions
( ) organize school notes",0.25,0.24583333333333332,1
"(/) vacuum our house on a vacant time
(/) clean and reorganize the desk in my room
( ) study music theory
(~) brainstorm ideas for ap peta
(~) made progress in sci questions, esp sw, ap report",0.35000000000000003,0.17916666666666667,1
" Day six of posting delicious meat in the replies of PeTA UK's tweets until they block me.
Aren't you gonna try to stop me? You know how. ",1.0,1.0,1
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
Donkeys' Heads Are Bashed In for This Cruel Item—Take Action! ,0.55,-0.4375,-1
Urge Airports to Ban Glue Traps ,0.0,0.0,0
: keegan mentioning jared &amp; genevieve as some of his heroes always makes me cry 😭 the whole walker cast got so close so fast…,0.4,0.2,1
Tell This Boys &amp; Girls Club to Stop Supporting Abuse of Wild Piglets ,0.325,0.175,1
Tell Atlas Air to Stop Shipping Horses From Canada to Japan to Be Slaughtered ,0.0,0.0,0
"Drugs, Lies, and Documents: Pulling Back the Curtain on a Monkey Laboratory ",0.0,-0.025,-1
Urge  to End Bookings for Exploitative Elephant Camps ,0.3,-0.3,-1
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
": 🎥 • A TB video of  recording a scene with the Impala from the final episode of Supernatural. 
spnfamily…",0.7833333333333333,0.08333333333333333,1
Urge GEICO to Drop Cruel Bear Ad ,1.0,-1.0,-1
"Im trying to place my order now,

techs told me to call,they will place ,customer service dont see the notes , still trying to charge me,techs escalated my case  its not been fixed yet,shes transferring me. it must be SC Overlay or site they see ,im  on new web  peta",0.32727272727272727,0.11818181818181818,1
Urge the Indian Government to Close Abusive Equine Facilities ,0.0,0.0,0
Tell the NFL to Stop Funding Sports-Injury Experiments on Animals ,0.0,0.0,0
"Urge Donlin Gold and Others to Stop Sponsoring the Cruel, Deadly Iditarod ",0.7,-0.6,-1
Help Stop ALL Plans to Kill Animals in Cruel and Deadly VA Experiments ,0.7,-0.6,-1
: this photo 😫 ,0.0,0.0,0
"Take Action: Trainer Beats Racehorse With a Plastic Pitchfork
",0.1,0.1,1
"Crates, Misery, Pain, and Slow Death for Pigs on Indiana 'Farm' Teeming With Maggots and Roaches ",0.39999999999999997,-0.30000000000000004,-1
